loop:1,season:59345225,P_air:0.9439480024038441,P_ice:0.007240692006685578,P_rego:0.04881130558947034,T_sub:193.6991413914585
0,193.6991413914585,3880.127871899961,196.5055357205413,0,193.6991430895718,3880.142129895177
1,193.6991413914585,3629.755090812056,196.7195235093229,0,193.6991430895718,3780.680053615478
2,193.6991413914585,3501.165275935757,196.9312788581139,0,193.6991430895718,3745.221136721904
3,193.6991413914585,3368.579223411653,197.1407372641808,0,193.6991430895718,3712.167763487784
4,193.6991413914585,3232.681653387998,197.3478349244667,0,193.6991430895718,3676.357798381654
5,193.6991413914585,3093.539258550101,197.5525087550163,0,193.6991430895718,3636.130657999612
6,193.6991413914585,2951.105010633457,197.7546964101991,0,193.6991430895718,3590.530801353637
7,193.6991413914585,2805.298938753585,197.9543363016957,0,193.6991430895718,3538.789099086886
8,193.6991413914585,2656.031972705366,198.1513676172615,0,193.6991430895718,3480.174524176497
9,193.6991413914585,2503.226585588484,198.3457303392499,0,193.6991430895718,3413.951582319021
10,193.6991413914585,2346.831914402863,198.5373652628928,0,193.6991430895718,3339.381573248881
11,193.6991413914585,2186.808302999742,198.7262140143345,0,193.6991430895718,3255.740264222629
12,193.6991413914585,2023.086566450221,198.9122190684183,0,193.6991430895718,3162.317955867157
13,193.6991413914585,1855.392973416685,199.0953237661994,0,193.6991430895718,3058.443753115141
14,193.6991413914585,1682.958113399241,199.2754723322183,0,193.6991430895718,2943.341130685606
15,193.6991413914585,1503.807801355068,199.452609891472,0,193.6991430895718,2815.886356774176
16,193.6991413914585,1312.830276764119,199.6266824861457,0,193.6991430895718,2674.05014696071
17,193.6991413914585,884.8942075108574,199.7976370920397,0,193.6991430895718,2513.490433366297
18,196.512262015913,0,202.3091094825948,0,193.6991430895718,2198.78083027819
19,199.2720457353896,0,204.924137377386,0,193.6991430895718,1407.055176828912
20,202.0433054050138,0,207.6119484328821,0,193.6991430895718,544.4465952484092
21,204.8591401623038,0,210.3781942296808,0,199.2585510585494,0
22,207.7263157935143,0,213.2068137733398,0,201.9936312543273,0
23,210.63428394085,0,216.0745784928627,0,204.7102085279386,0
24,213.5637278199114,0,218.958873300396,0,207.4467775867411,0
25,216.4918925257334,0,221.8395619328049,0,210.1832471662962,0
26,219.3940642967111,0,224.6972710358129,0,212.9002878428416,0
27,222.2419958945828,0,227.5101272064667,0,215.5760690623941,0
28,225.0004400148053,0,230.2467875666086,0,218.1824896412769,0
29,227.6226656566112,0,232.6404466934631,0,220.6810740772981,0
30,230.0454781703681,0,234.8193844959137,0,223.0182936736678,0
31,232.1841497136177,0,236.7795434541459,0,225.3684699356769,0
32,234.080573160886,0,238.5203424832003,0,227.4745103715555,0
33,235.7873471504294,0,240.086974211584,0,229.3856805667304,0
34,237.3451106491585,0,241.5159615516359,0,231.0973101927542,0
35,238.784895406101,0,242.8351483334903,0,232.5550975943974,0
36,240.1302971577242,0,244.0657549483092,0,233.9139654112367,0
37,241.3992934598836,0,245.2240516931288,0,235.2026333313532,0
38,242.6056496600501,0,246.3225804479235,0,236.4344938735817,0
39,243.7599561827155,0,247.3710394237096,0,237.6192871323058,0
40,244.8703836861851,0,248.376935088395,0,238.764486543606,0
41,245.9432388620716,0,249.346072676011,0,239.8758558189473,0
42,246.9833816887752,0,250.2829310619508,0,240.9578306029513,0
43,247.9945441245635,0,251.1909521105562,0,242.0138085648697,0
44,248.9795762922933,0,252.0727654891584,0,243.0463743035839,0
45,249.9406379842196,0,252.9303642592242,0,244.0574749599571,0
46,250.8793483623224,0,253.7652426373268,0,245.0485579923995,0
47,251.7969034413491,0,254.5785044657777,0,246.020679661775,0
48,252.6941685776945,0,255.3709488332126,0,246.9745906664703,0
49,253.5717514386713,0,256.1431377455262,0,247.910803828081,0
50,254.4300596321137,0,256.8954496171954,0,248.8296475977053,0
51,255.26934621886,0,257.6281215157253,0,249.7313083156219,0
52,256.089745618295,0,258.3412824631356,0,250.6158635282156,0
53,256.8913018805005,0,259.0349796188157,0,251.4833081865252,0
54,257.6739908883426,0,259.7091987972596,0,252.3335751798737,0
55,258.4377377348512,0,260.36388048354,0,253.1665513674592,0
56,259.1824302716608,0,260.998932279279,0,253.982090040676,0
57,259.9079296264384,0,261.6142385280209,0,254.7800205650152,0
58,260.6140783289601,0,262.2096677207687,0,255.5601558023556,0
59,261.3007065582641,0,262.7850781628277,0,256.3222977947538,0
60,261.9676369204293,0,263.3403222859664,0,257.0662420937365,0
61,262.6146880832625,0,263.8752499111515,0,257.7917810403725,0
62,263.2416775267766,0,264.3897107033023,0,258.4987062375209,0
63,263.8484236137945,0,264.8835560078928,0,259.1868104041398,0
64,264.4347471410873,0,265.3566402178288,0,259.8558887599983,0
65,265.0004724961522,0,265.8088217856626,0,260.5057400559375,0
66,265.5454285165987,0,266.2399639699947,0,261.1361673384445,0
67,266.069449126742,0,266.6499353838615,0,261.7469785163777,0
68,266.5723738083887,0,267.0386103967019,0,262.3379867814413,0
