loop:1,season:59346335,P_air:4.994774096120635,P_ice:9.512874053533979e-06,P_rego:0.005216391005310523,T_sub:214.2944852964028
0,214.2944852964028,864.2720468754981,215.1437068281097,0,214.2944853873699,864.2762175014967
1,238.6186890746564,0,238.7859803279337,0,236.4847945329905,0
2,246.8827458863237,0,246.7969368178187,0,244.2894898886614,0
3,252.0519520470981,0,251.8852656988125,0,249.1723214280657,0
4,255.9775781503675,0,255.7989572261899,0,252.8813420029607,0
5,259.2731247402806,0,259.1171877861391,0,255.9957903442879,0
6,262.2136990798793,0,262.0996005291257,0,258.77537167655,0
7,264.9440173094127,0,264.8827214870093,0,261.356673816018,0
8,267.5479163716037,0,267.5455989744455,0,263.8188065533221,0
9,270.0770561530186,0,270.1369060840877,0,266.210504129904,0
10,272.5645529465713,0,272.6878137469346,0,268.5629982797585,0
11,275.032138601428,0,275.2187501040115,0,271.1072562851426,0
12,277.4942146841311,0,277.7432278887236,0,273.6463081190068,0
13,279.9602872992697,0,280.2701427414207,0,276.1890449823034,0
14,282.436499571791,0,282.8052195317437,0,278.7411869251385,0
15,284.9266336149905,0,285.3519578047418,0,281.3062282943504,0
16,287.4327864581491,0,287.9122694335023,0,283.886075387727,0
17,289.9558380110155,0,290.4869199739209,0,286.4814878104715,0
18,292.4957821308572,0,293.0758408229396,0,289.0923906352513,0
19,295.0519651076875,0,295.6783540206944,0,291.7180992062845,0
20,297.6232600644302,0,298.2933365992259,0,294.3574834900762,0
21,300.2081960951254,0,300.9193422455717,0,297.0090897406618,0
22,302.8050548714575,0,303.5546922940136,0,299.6712314941395,0
23,305.4119435089304,0,306.1975443430878,0,302.3420581880314,0
24,308.0268498773996,0,308.8459443319859,0,305.0196072401731,0
25,310.647684779397,0,311.4978662483387,0,307.7018437591221,0
26,313.2723142069775,0,314.1512424947311,0,310.3866909133295,0
27,315.8985840384719,0,316.803987139663,0,313.0720531849533,0
28,318.5243389324845,0,319.4540137088278,0,315.7558341640475,0
29,321.1474367407521,0,322.0992487614928,0,318.4359501279562,0
30,323.7657594432006,0,324.7376421966363,0,321.110340350593,0
31,326.3772213732911,0,327.3671750116806,0,323.7769748644148,0
32,328.9797753260266,0,329.9858650711055,0,326.4338602323564,0
33,331.5714170084749,0,332.5917713173499,0,329.0790437622064,0
34,334.1501881918358,0,335.1829967614614,0,331.7106165007594,0
35,336.714178846745,0,337.7576905181469,0,334.3267152725559,0
36,339.2615284837633,0,340.3140490937319,0,336.9255239715454,0
37,341.7904268745549,0,342.8503170917477,0,339.5052742705452,0
38,344.2991142929039,0,345.3647874667938,0,342.0642458790221,0
39,346.7858813861471,0,347.8558014304215,0,344.6007664530198,0
40,349.2490687650163,0,350.3217480915868,0,347.113211239742,0
41,351.6870663819682,0,352.7610638974476,0,349.6000025225674,0
42,354.0983127538005,0,355.1722319267789,0,352.0596089187801,0
43,356.4812940729613,0,357.5537810777466,0,354.4905445717502,0
44,358.8345432428208,0,359.9042851830571,0,356.8913682705749,0
45,361.1566388648365,0,362.2223620787402,0,359.2606825234553,0
46,363.4462041996494,0,364.5066726472724,0,361.597132605464,0
47,365.7019061194009,0,366.7559198512241,0,363.8994055969745,0
48,367.9224540647256,0,368.9688477701686,0,366.166229425395,0
49,370.1065990167924,0,371.1442406505725,0,368.3963719199677,0
50,372.2531324922816,0,373.2809219761008,0,370.5886398870986,0
51,374.3608855671817,0,375.3777535639732,0,372.7418782117847,0
52,376.4287279336863,0,377.4336346913548,0,374.8549689891393,0
53,378.4555669931598,0,379.4475012546573,0,376.9268306889718,0
54,380.4403469871502,0,381.4183249636797,0,378.9564173551946,0
55,382.382048167558,0,383.3451125716296,0,380.9427178412551,0
56,384.279686006464,0,385.226905141593,0,382.8847550820345,0
57,386.1323104455754,0,387.0627773494384,0,384.7815854022951,0
58,387.9390051848815,0,388.8518368228276,0,386.6322978612635,0
59,389.698887009784,0,390.5932235156974,0,388.4360136327797,0
60,391.4111051557535,0,392.2861091173402,0,390.1918854200972,0
61,393.0748407093813,0,393.9296964951094,0,391.8990969043658,0
62,394.6893060445983,0,395.5232191695874,0,393.5568622256521,0
63,396.2537442927222,0,397.0659408210221,0,395.1644254952668,0
64,397.7674288449745,0,398.5571548257922,0,396.721060338206,0
65,399.2296628860753,0,399.9961838216053,0,398.2260694643545,0
66,400.6397789575169,0,401.3823793001789,0,399.6787842672447,0
67,401.9971385491367,0,402.7151212261013,0,401.0785644490328,0
68,403.3011317176399,0,403.9938176806316,0,402.424797670481,0
69,404.5511767307484,0,405.2179045292725,0,403.7168992247335,0
70,405.7467197357068,0,406.3868451118496,0,404.9543117336743,0
71,406.8872344509151,0,407.5001299540381,0,406.136504865771,0
72,407.9722218795183,0,408.5572764992281,0,407.2629750742867,0
73,409.0012100438379,0,409.5578288596962,0,408.3332453548275,0
74,409.9737537395811,0,410.5013575860639,0,409.3468650212688,0
75,410.8894343088303,0,411.3874594542077,0,410.3034094991031,0
76,411.7478594308769,0,412.2157572686222,0,411.202480135329,0
77,412.5486629300072,0,412.9858996815346,0,412.0437040240794,0
78,413.2915045994275,0,413.6975610269209,0,412.8267338472315,0
