loop:1,season:59346150,P_air:4.994774062061587,P_ice:9.512828148265096e-06,P_rego:0.005216425110265519,T_sub:214.2944852054344
0,214.2944852054344,864.2678762494101,219.207199352616,0,214.2944852964028,864.272046875495
1,238.6186282825721,0,242.6958903868596,0,236.4847364504922,0
2,246.8826646830532,0,250.6800274285696,0,244.2894122792446,0
3,252.0518583168835,0,255.7403615087929,0,249.1722317897932,0
4,255.9774751325511,0,259.6248869715762,0,252.8812433988422,0
5,259.2730141215569,0,262.9127876040536,0,255.995684356742,0
6,262.2135818411761,0,265.8637151218909,0,258.7752592166608,0
7,264.9438940536105,0,268.614204787451,0,261.3565554366355,0
8,267.5477874776879,0,271.2433146423339,0,263.8186825962338,0
9,270.0769218584499,0,273.7997279309066,0,266.2103748043662,0
10,272.564413395444,0,276.3146261248084,0,268.5628637083107,0
11,275.0319938745628,0,278.8084482741309,0,270.896637829604,0
12,277.4940648188492,0,281.2947183765494,0,273.2252699180913,0
13,279.9601323029004,0,283.7823436824733,0,275.5577152422605,0
14,282.4363394311779,0,286.2770610100473,0,277.8997578895728,0
15,284.9264683033353,0,288.7823821850662,0,280.2549561920137,0
16,287.4326159400231,0,291.3002316881422,0,282.6252803590787,0
17,289.9556622460748,0,293.8313880044039,0,285.0115538135386,0
18,292.4956010766176,0,296.3757957769063,0,287.4137653311745,0
19,295.0517787216057,0,298.9327906041056,0,289.831293824799,0
20,297.6230683054631,0,301.501263383944,0,292.2630726751473,0
21,300.207998924894,0,304.0797819723522,0,294.7077113764495,0
22,302.8048522551071,0,306.666682170916,0,297.1635865113988,0
23,305.4117354157555,0,309.2601363392541,0,299.6289103511201,0
24,308.0266362812855,0,311.8582054667619,0,302.1017829147441,0
25,310.6474656591203,0,314.4588788756928,0,304.5802316606169,0
26,313.2720895463946,0,317.0601045828938,0,307.0622418363944,0
27,315.8983538266211,0,319.6598125459412,0,309.5457797138648,0
28,318.5241031636207,0,322.2559324495311,0,312.028810364252,0
29,321.1471954143303,0,324.84640727688,0,314.5093112188636,0
30,323.7655125638187,0,327.4292036108408,0,316.9852823596808,0
31,326.3769689506035,0,330.0023193875178,0,319.665223329501,0
32,328.9795173746355,0,332.5637896597228,0,322.3366675744476,0
33,331.5711535478053,0,335.1116908026154,0,324.9976579705393,0
34,334.1499192459997,0,337.6441434990348,0,327.6462807525347,0
35,336.7139044443987,0,340.1593147691806,0,330.280667554102,0
36,339.2612486579602,0,342.6554192531046,0,332.8989967010864,0
37,341.7901416625971,0,345.1307199107766,0,335.4994939226412,0
38,344.2988237361939,0,347.5835282703632,0,338.0804326108457,0
39,346.785585530041,0,350.0122043284547,0,340.6401337325491,0
40,349.2487676586804,0,352.4151561848034,0,343.1769654760083,0
41,351.6867600782384,0,354.7908394773377,0,345.68934269803,0
42,354.0980013090465,0,357.1377566697421,0,348.1757262240116,0
43,356.4809775469548,0,359.454456233327,0,350.6346220424628,0
44,358.8342216986085,0,361.7395317562263,0,353.064580427162,0
45,361.1563123686181,0,363.9916210061665,0,355.4641950131157,0
46,363.4458728206601,0,366.2094049675217,0,357.8321018470484,0
47,365.7015699297988,0,368.391606868855,0,360.1669784286412,0
48,367.9221131394834,0,370.536991213646,0,362.4675427551887,0
49,370.106253433594,0,372.6443628239612,0,364.7325523794325,0
50,372.2527823314226,0,374.712565904524,0,366.9608034880287,0
51,374.3605309114736,0,376.740483132735,0,369.1511300061971,0
52,376.4283688683652,0,378.7270347787177,0,371.3024027326189,0
53,378.4552036057979,0,380.6711778582463,0,373.4135285074314,0
54,380.4399793675711,0,382.5719053204381,0,375.483449415205,0
55,382.3816764077548,0,384.4282452713176,0,377.5111420240045,0
56,384.2793102005203,0,386.2392602337823,0,379.4956166610469,0
57,386.1319306895889,0,388.0040464439773,0,381.4359167249791,0
58,387.93862157689,0,389.7217331837372,0,383.331118034413,0
59,389.6984996496936,0,391.3914821484704,0,385.1803282121026,0
60,391.4107141452687,0,393.0124868496331,0,386.9826861038788,0
61,393.0744461519371,0,394.5839720507739,0,388.7373612313553,0
62,394.6889080452938,0,396.1051932360481,0,390.4435532772551,0
63,396.2533429582556,0,397.5754361099499,0,392.1004916021612,0
64,397.7670242835799,0,398.9940161270845,0,393.7074347914327,0
65,399.2292552074601,0,400.3602780506403,0,395.2636702310152,0
66,400.6393682728004,0,401.6735955383245,0,396.768513710838,0
67,401.9967249707902,0,402.9333707544749,0,398.2213090545681,0
68,403.3007153594273,0,404.1390340071122,0,399.6214277744274,0
69,404.5507577076672,0,405.29004340872,0,400.9682687498769,0
70,405.7462981639304,0,406.3858845595657,0,402.2612579289911,0
71,406.8868104477354,0,407.4260702524448,0,403.4998480513657,0
72,407.9717955632887,0,408.4101401977626,0,404.683518391499,0
73,409.0007815339172,0,409.3376607679145,0,405.8117745215653,0
74,409.9733231562775,0,410.2082247599889,0,406.8841480926629,0
75,410.8890017733455,0,411.0214511758661,0,407.9001966335198,0
76,411.7474250652511,0,411.7769850188494,0,408.8595033658482,0
77,412.548226857064,0,412.4744971059869,0,409.761677035506,0
78,413.2910669427192,0,413.1136838953541,0,410.606351758667,0
79,413.975630924313,0,413.694267327565,0,411.3931868823294,0
80,414.6016300660651,0,414.2159946808609,0,412.1218668584718,0
81,415.1688011622994,0,414.6786384391742,0,412.7921011312508,0
82,415.6769064188474,0,415.0819961726302,0,413.4036240367142,0
83,416.1257333473411,0,415.4258904299613,0,413.9561947144648,0
84,416.515094671908,0,415.7101686424177,0,414.4495970308915,0
85,416.8448282478434,0,415.9347030387419,0,414.8836395135094,0
86,417.1147969918805,0,416.0993905708799,0,415.2581552960724,0
87,417.3248888237321,0,416.2041528501277,0,415.5730020741587,0
88,417.4750166186348,0,416.2489360934464,0,415.8280620709597,0
89,417.5651181706684,0,416.2337110797505,0,416.0232420130521,0
90,417.5951561666754,0,416.1584731160137,0,416.1584731160137,0
91,417.5651181706684,0,416.0232420130521,0,416.2337110797505,0
92,417.4750166186348,0,415.8280620709597,0,416.2489360934464,0
93,417.3248888237321,0,415.5730020741587,0,416.2041528501277,0
94,417.1147969918805,0,415.2581552960724,0,416.0993905708799,0
95,416.8448282478434,0,414.8836395135094,0,415.9347030387419,0
96,416.515094671908,0,414.4495970308915,0,415.7101686424177,0
97,416.1257333473411,0,413.9561947144648,0,415.4258904299613,0
98,415.6769064188474,0,413.4036240367142,0,415.0819961726302,0
99,415.1688011622994,0,412.7921011312508,0,414.6786384391742,0
100,414.6016300660651,0,412.1218668584718,0,414.2159946808609,0
101,413.975630924313,0,411.3931868823294,0,413.694267327565,0
102,413.2910669427192,0,410.606351758667,0,413.1136838953541,0
103,412.548226857064,0,409.761677035506,0,412.4744971059869,0
104,411.7474250652511,0,408.8595033658482,0,411.7769850188494,0
105,410.8890017733455,0,407.9001966335198,0,411.0214511758661,0
106,409.9733231562775,0,406.8841480926629,0,410.2082247599889,0
107,409.0007815339172,0,405.8117745215653,0,409.3376607679145,0
108,407.9717955632887,0,404.683518391499,0,408.4101401977626,0
