loop:1,season:59346335,P_air:4.994774096120635,P_ice:9.512874053533979e-06,P_rego:0.005216391005310523,T_sub:214.2944852964028
0,214.2944852964028,864.2720468754981,219.2074747814372,0,214.2944853873699,864.2762175014967
1,238.6186890746564,0,242.6962328328414,0,236.4847945329905,0
2,246.8827458863237,0,250.6803976176913,0,244.2894898886614,0
3,252.0519520470981,0,255.7407518538689,0,249.1723214280657,0
4,255.9775781503675,0,259.6252943179988,0,252.8813420029607,0
5,259.2731247402806,0,262.9132102753583,0,255.9957903442879,0
6,262.2136990798793,0,265.8641521105287,0,258.77537167655,0
7,264.9440173094127,0,268.6146554417171,0,261.356673816018,0
8,267.5479163716037,0,271.2437785192267,0,263.8188065533221,0
9,270.0770561530186,0,273.8002047176271,0,266.210504129904,0
10,272.5645529465713,0,276.3151155929768,0,268.5629982797585,0
11,275.032138601428,0,278.8089502512792,0,270.8967775825985,0
12,277.4942146841311,0,281.2952327274725,0,273.2254148277645,0
13,279.9602872992697,0,283.7828702965636,0,275.5578653105403,0
14,282.436499571791,0,286.2775997924437,0,277.8999131362974,0
15,284.9266336149905,0,288.7829330503335,0,280.2551166485767,0
16,287.4327864581491,0,291.3007945556891,0,282.6254460638111,0
17,289.9558380110155,0,293.8319627951257,0,285.0117248083153,0
18,292.4957821308572,0,296.376382410712,0,287.4139416589047,0
19,295.0519651076875,0,298.933388998095,0,289.8314755275657,0
20,297.6232600644302,0,301.5018734510703,0,292.2632597928316,0
21,300.2081960951254,0,304.0804036204501,0,294.7079039457209,0
22,302.8050548714575,0,306.6673153020107,0,297.163784564984,0
23,305.4119435089304,0,309.2607808490835,0,299.6291139172859,0
24,308.0268498773996,0,311.8588612444647,0,302.1019920169448,0
25,310.647684779397,0,314.4595458036244,0,304.5804463172697,0
26,313.2723142069775,0,317.0607825365406,0,307.0624620607518,0
27,315.8985840384719,0,319.6605013939114,0,309.5460055139638,0
28,318.5243389324845,0,322.2566320536035,0,312.0290417429203,0
29,321.1474367407521,0,324.8471174920976,0,314.5095481737702,0
30,323.7657594432006,0,327.4299242856376,0,316.9855248834193,0
31,326.3772213732911,0,330.0030503638702,0,319.6654810455423,0
32,328.9797753260266,0,332.5645307733187,0,322.3369404626395,0
33,331.5714170084749,0,335.1124418830363,0,324.9979460030891,0
34,334.1501881918358,0,337.644904369945,0,327.6465838941554,0
35,336.714178846745,0,340.1600852485215,0,330.2809857621641,0
36,339.2615284837633,0,342.6561991532913,0,332.899329925771,0
37,341.7904268745549,0,345.1315090388941,0,335.4998421070951,0
38,344.2991142929039,0,347.5843264283614,0,338.0807956913345,0
39,346.7858813861471,0,350.0130113133409,0,340.6405116386089,0
40,349.2490687650163,0,352.4159717888307,0,343.1773581305938,0
41,351.6870663819682,0,354.7916634881902,0,345.6897500176597,0
42,354.0983127538005,0,357.138588870715,0,348.1761481189088,0
43,356.4812940729613,0,359.4552964035024,0,350.6350584166931,0
44,358.8345432428208,0,361.7403796706445,0,353.0650311787657,0
45,361.1566388648365,0,363.992476435992,0,355.4646600342369,0
46,363.4462041996494,0,366.210267680205,0,357.83258102406,0
47,365.7019061194009,0,368.3924766282899,0,360.1674716422656,0
48,367.9224540647256,0,370.5378677803221,0,362.468049880615,0
49,370.1065990167924,0,372.6452459551127,0,364.7330732864303,0
50,372.2531324922816,0,374.7134553542746,0,366.9613380410586,0
51,374.3608855671817,0,376.7413786522387,0,369.1516780645182,0
52,376.4287279336863,0,378.7279361162967,0,371.3029641503934,0
53,378.4555669931598,0,380.6720847595251,0,373.4141031338266,0
54,380.4403469871502,0,382.5728175284751,0,375.4840370944935,0
55,382.382048167558,0,384.4291625267337,0,377.5117425956618,0
56,384.279686006464,0,386.240182274887,0,379.4962299598475,0
57,386.1323104455754,0,388.0049730068925,0,381.4365425810907,0
58,387.9390051848815,0,389.7226640025188,0,383.3317562734898,0
59,389.698887009784,0,391.3924169552282,0,385.1809786553769,0
60,391.4111051557535,0,393.0134253746482,0,386.9833485682518,0
61,393.0748407093813,0,394.5849140226157,0,388.7380355294869,0
62,394.6893060445983,0,396.1061383816886,0,390.4442392176534,0
63,396.2537442927222,0,397.5763841548772,0,392.1011889892707,0
64,397.7674288449745,0,398.9949667954155,0,393.708143425723,0
65,399.2296628860753,0,400.361231065231,0,395.2643899090684,0
66,400.6397789575169,0,401.6745506208813,0,396.769244225437,0
67,401.9971385491367,0,402.9343276256628,0,398.2220501947835,0
68,403.3011317176399,0,404.1399923866638,0,399.6221793257055,0
69,404.5511767307484,0,405.2910030155429,0,400.9690304941272,0
70,405.7467197357068,0,406.3868451118496,0,402.2620296446742,0
71,406.8872344509151,0,407.4270314677676,0,403.5006295135809,0
72,407.9722218795183,0,408.4111017931963,0,404.6843093720729,0
73,409.0012100438379,0,409.3386224601304,0,405.8125747891399,0
74,409.9737537395811,0,410.209186265362,0,406.8849574127851,0
75,410.8894343088303,0,411.0224122105796,0,407.9010147687297,0
76,411.7478594308769,0,411.7779452989982,0,408.8603300757693,0
77,412.5486629300072,0,412.4754563476811,0,409.7625120769351,0
78,413.2915045994275,0,413.1146418148215,0,410.6071948856646,0
79,413.9760700405601,0,413.6952236412539,0,411.3940378463107,0
80,414.6020705170053,0,414.216949105542,0,412.122725408298,0
81,415.1692428225215,0,414.6795906920424,0,412.7929670133212,0
82,415.6773491624291,0,415.0829459714055,0,413.4044969950584,0
