loop:1,season:59345965,P_air:0.9470764470091164,P_ice:0.00881643110300292,P_rego:0.04410712188788072,T_sub:193.7369484983992
0,193.7369484983992,844.9398768079119,193.7369527411655,844.9542077928648,193.7369527411655,844.9542077928648
1,193.7369484983992,822.2804812698752,193.7369527411655,826.9620311596905,193.7369527411655,826.9620311596905
2,193.7369484983992,815.5238720976862,193.7369527411655,819.5827164473033,193.7369527411655,819.5827164473033
3,193.7369484983992,808.7384479376385,193.7369527411655,813.0257770457756,193.7369527411655,813.0257770457756
4,193.7369484983992,801.2706014906922,193.7369527411655,805.9158907271071,193.7369527411655,805.9158907271071
5,193.7369484983992,792.7470796553361,193.7369527411655,797.7677093127179,193.7369527411655,797.7677093127179
6,193.7369484983992,782.9663291125445,193.7369527411655,788.3654425196403,193.7369527411655,788.3654425196403
7,193.7369484983992,771.8268053937866,193.7369527411655,777.6090925203816,193.7369527411655,777.6090925203816
8,193.7369484983992,759.2845470191878,193.7369527411655,765.4578929388531,193.7369527411655,765.4578929388531
9,193.7369484983992,745.3280437525232,193.7369527411655,751.9027477386313,193.7369527411655,751.9027477386313
10,193.7369484983992,729.9620991557597,193.7369527411655,736.9494254245191,193.7369527411655,736.9494254245191
11,193.7369484983992,713.062043232178,193.7369527411655,720.4595948969923,193.7369527411655,720.4595948969923
12,193.7369484983992,694.3965703980108,193.7369527411655,702.2094454943128,193.7369527411655,702.2094454943128
13,193.7369484983992,673.8581417409101,193.7369527411655,682.0958672179501,193.7369527411655,682.0958672179501
14,193.7369484983992,651.3736837243226,193.7369527411655,660.0496698486302,193.7369527411655,660.0496698486302
15,193.7369484983992,626.8779281925973,193.7369527411655,636.008909824061,193.7369527411655,636.008909824061
16,193.7369484983992,600.301963229647,193.7369527411655,609.9084074193919,193.7369527411655,609.9084074193919
17,193.7369484983992,571.565815700805,193.7369527411655,581.6749037607108,193.7369527411655,581.6749037607108
18,193.7369484983992,540.572206081162,193.7369527411655,551.2159873456123,193.7369527411655,551.2159873456123
19,193.7369484983992,507.1997087292396,193.7369527411655,518.4191920323516,193.7369527411655,518.4191920323516
20,193.7369484983992,471.2943709318045,193.7369527411655,483.1415018178673,193.7369527411655,483.1415018178673
21,193.7369484983992,432.6565509971798,193.7369527411655,445.1973731793066,193.7369527411655,445.1973731793066
22,193.7369484983992,391.018906372212,193.7369527411655,404.3366938278392,193.7369527411655,404.3366938278392
23,193.7369484983992,346.0160212239558,193.7369527411655,360.2043446367065,193.7369527411655,360.2043446367065
24,193.7369484983992,28.32739270200722,193.7369527411655,312.2307721001081,193.7369527411655,312.2307721001081
25,204.9875493095432,0,193.7369527411655,98.9966108351708,193.7369527411655,98.9966108351708
26,214.215974624475,0,208.652048897588,0,208.652048897588,0
27,222.5759354298812,0,221.1774274710799,0,221.1774274710799,0
28,230.2454391475421,0,230.5262492724374,0,230.5262492724374,0
29,236.9157215281904,0,237.6670593757032,0,237.6670593757032,0
30,242.6806655251712,0,243.4143370254458,0,243.4143370254458,0
31,247.6480762893461,0,248.2828386787139,0,248.2828386787139,0
32,251.9250908436075,0,252.4539345147772,0,252.4539345147772,0
33,255.6059143983634,0,256.0357026229299,0,256.0357026229299,0
34,258.7709159340279,0,259.1104129005761,0,259.1104129005761,0
35,261.4893340865198,0,261.7469652158828,0,261.7469652158828,0
36,263.8216199272538,0,264.0052102452436,0,264.0052102452436,0
37,265.8208966661469,0,265.9377413587424,0,265.9377413587424,0
38,267.5338925209241,0,267.5908564367653,0,267.5908564367653,0
39,269.0016198662483,0,269.0051670615474,0,269.0051670615474,0
40,270.2599246675701,0,270.2161523453387,0,270.2161523453387,0
41,271.3399627160549,0,271.2545904616057,0,271.2545904616057,0
42,272.26863368461,0,272.146937753429,0,272.146937753429,0
43,273.0689906589449,0,272.9158313718315,0,272.9158313718315,0
44,273.7606335099142,0,273.5803809876599,0,273.5803809876599,0
45,274.3600881998764,0,274.1566761946227,0,274.1566761946227,0
46,274.8811704639443,0,274.6580404239325,0,274.6580404239325,0
47,275.3353306482023,0,275.0955150801038,0,275.0955150801038,0
48,275.7319761706669,0,275.4780596289218,0,275.4780596289218,0
49,276.078768565635,0,275.8129729947014,0,275.8129729947014,0
50,276.3818929849793,0,276.1060933496869,0,276.1060933496869,0
51,276.6462990875285,0,276.3620454478126,0,276.3620454478126,0
52,276.8759132716603,0,276.5845192170117,0,276.5845192170117,0
53,277.0738230922333,0,276.7763439472099,0,276.7763439472099,0
54,277.2424354007263,0,276.9397439077974,0,276.9397439077974,0
