loop:1,season:59346705,P_air:4.993271746405979,P_ice:0,P_rego:0.006728253594021293,T_sub:214.2904722237657
0,355.7441652534353,0,358.8309592283625,0,359.2733629176147,0
1,366.4807732747511,0,369.7266936054114,0,369.9988030205237,0
2,370.0554740555128,0,373.4043304362359,0,373.5061187058619,0
3,372.1938647713584,0,375.6305958066083,0,375.5621556313753,0
4,373.7143943588136,0,377.2293697188144,0,376.9909092395466,0
5,374.8909907080956,0,378.4758480000258,0,378.0676731880387,0
6,375.8497361412698,0,379.496009614895,0,378.9185775421211,0
7,376.6605497571608,0,380.358907950314,0,379.612764150821,0
8,377.3679468999937,0,381.1074155121648,0,380.193252685559,0
9,378.003966647335,0,381.7711304546588,0,380.6897706386815,0
10,378.5946431401539,0,382.3725879866307,0,381.0526538918247,0
11,379.1635917346341,0,382.9306998174457,0,380.5323557069184,0
12,379.7263355440946,0,383.4619140562781,0,379.8312609725489,0
13,380.2931389743299,0,383.9795214940742,0,379.2181180420459,0
14,380.8713045674371,0,384.4940395216519,0,378.7493376688678,0
15,381.4661758863792,0,385.0137564554119,0,378.4424427324261,0
16,382.0816903350574,0,385.5450884927252,0,378.2881684801716,0
17,382.7207158616172,0,386.0928994818696,0,378.2669142618416,0
18,383.3852728091172,0,386.6608355034982,0,378.3715382501199,0
19,384.0766886200734,0,387.2515324953415,0,378.5809442552955,0
20,384.7957102406845,0,387.8667063323336,0,378.882107394912,0
21,385.5425887501862,0,388.5073507798486,0,379.2745979325547,0
22,386.3171454168797,0,389.1738965998018,0,379.7485719221949,0
23,387.1188252071267,0,389.8661956833329,0,380.4529978193297,0
24,387.9467417274834,0,390.5836287615226,0,381.3774164738591,0
25,388.7997162345303,0,391.3252091539118,0,382.3652544313695,0
26,389.6763124567851,0,392.0896622775199,0,383.4201885192786,0
27,390.5748683771744,0,392.8753619484589,0,384.5367901595861,0
28,391.4935257192652,0,393.680437828552,0,385.7198832822385,0
29,392.4302576017145,0,394.5028552510698,0,386.9787053171821,0
30,393.3828946335827,0,395.3404483457219,0,388.3096819162237,0
31,394.3491495927503,0,396.1908441620062,0,389.7168528620631,0
32,395.3266407435495,0,397.051562539412,0,391.1949455874715,0
33,396.3129137957736,0,397.9200893222836,0,392.7215745950412,0
34,397.3054624768106,0,398.7939079854598,0,394.2554841849713,0
35,398.3017476753079,0,399.6703764310034,0,395.6569213210535,0
36,399.2992151136961,0,400.5468375574004,0,396.6226315852697,0
37,400.2953115143197,0,401.4206794953087,0,397.5518120739791,0
38,401.2874992369297,0,402.2894246150212,0,398.47681477269,0
39,402.2732693816022,0,403.1504882359693,0,399.3950819224672,0
40,403.2501533690105,0,404.0013139417678,0,400.30410677098,0
41,404.2157330279067,0,404.8394280361829,0,401.2014438457016,0
42,405.1676492367997,0,405.6626798397271,0,402.0847174711709,0
43,406.1036091821904,0,406.4687301015096,0,402.9516286514423,0
44,407.021392309015,0,407.2551974406446,0,403.7999604477577,0
45,407.9188550497381,0,408.019903403165,0,404.6275819876732,0
46,408.7939344267144,0,408.76144083624,0,405.4324512446844,0
47,409.6446506280407,0,409.4772618313781,0,406.2126167278129,0
48,410.4691086601866,0,410.1655921948156,0,406.9662182179804,0
49,411.2654991815023,0,410.8248657564162,0,407.6914866836075,0
50,412.0320986193955,0,411.4534825389131,0,408.3867435011588,0
51,412.7672686709436,0,412.049666311746,0,409.0503990986011,0
52,413.4694552821755,0,412.6119812308085,0,409.6809511306103,0
53,414.1371871955595,0,413.1390978519669,0,410.2769822847638,0
54,414.7690741486905,0,413.6297464964741,0,410.8371578077239,0
55,415.363804800011,0,414.0825913020404,0,411.3602779211259,0
56,415.9201444499092,0,414.4964829478628,0,411.8571100473859,0
57,416.436932617945,0,414.8703826534915,0,412.340443444532,0
58,416.9130805294082,0,415.203317382471,0,412.8096315709951,0
59,417.3475685571397,0,415.4942871535797,0,413.2609333581363,0
60,417.7394436575869,0,415.7424073420669,0,413.6900245325259,0
61,418.0878168335943,0,415.9468995081486,0,414.0927872837953,0
62,418.3918606504498,0,416.1070427863145,0,414.4655427919483,0
63,418.650806826316,0,416.2221007266272,0,414.8051161053393,0
64,418.8639439133212,0,416.2914274778088,0,415.1088080305105,0
65,419.0306150813542,0,416.3144670302713,0,415.374335705541,0
66,419.1502160129115,0,416.2907101632164,0,415.5997692755146,0
67,419.2221929141946,0,416.219631516969,0,415.7834687800885,0
68,419.246040645028,0,416.1007985377909,0,415.9240867266969,0
69,419.2213009679703,0,415.9338465012291,0,416.020422212268,0
70,419.147560915256,0,415.7184390266104,0,416.0714995344113,0
71,419.0244512708242,0,415.4542338971846,0,416.0764562833666,0
72,418.8516451636303,0,415.1409883302564,0,416.0345687933798,0
73,418.6288567676946,0,414.7785050217767,0,415.9452119266786,0
74,418.3558401038166,0,414.3665752144861,0,415.8078593944277,0
75,418.0323879375802,0,413.9050492239699,0,415.6220538682151,0
76,417.6583307681461,0,413.3938457299536,0,415.3874212292831,0
77,417.2335359023132,0,412.8328874743556,0,415.1036362448635,0
78,416.7579066084698,0,412.2221178806473,0,414.7704315103276,0
79,416.2313813452353,0,411.561559292485,0,414.3875969951717,0
80,415.6539330598796,0,410.8512467376348,0,413.9549641646242,0
81,415.0255685519114,0,410.0912227520457,0,413.4724098812966,0
82,414.3463278975754,0,409.2816141778093,0,412.9398557333316,0
83,413.616283931397,0,408.4225437078924,0,412.357269783248,0
84,412.8355417812558,0,407.5141664269884,0,411.7246405066973,0
85,412.0042384539051,0,406.5567036796706,0,411.0420127628312,0
86,411.1225424682229,0,405.5503601841415,0,410.3094723339418,0
87,410.1906535338706,0,404.4954089445549,0,409.5271079993462,0
