loop:1,season:59346890,P_air:4.989179547733823,P_ice:0,P_rego:0.01082045226617693,T_sub:214.2795353865554
0,593.2147111789649,0,593.2152051815258,0,593.2152051815258,0
1,590.4032268144587,0,591.154472439711,0,591.154472439711,0
2,589.405095812173,0,590.3956205982497,0,590.3956205982497,0
3,588.7091857494521,0,589.8344814694144,0,589.8344814694144,0
4,588.0932696678964,0,589.307320094013,0,589.307320094013,0
5,587.4804415494618,0,588.7569242061909,0,588.7569242061909,0
6,586.8342825868739,0,588.1559542578484,0,588.1559542578484,0
7,586.134392107477,0,587.4889872396794,0,587.4889872396794,0
8,585.3681106947711,0,586.7464144399103,0,586.7464144399103,0
9,584.5270492980228,0,585.9218679140124,0,585.9218679140124,0
10,583.6054084378967,0,585.0109659569928,0,585.0109659569928,0
11,582.5990745825229,0,584.0106336068654,0,584.0106336068654,0
12,581.5050938977092,0,582.9187037051183,0,582.9187037051183,0
13,580.3213457556022,0,581.7336672538427,0,581.7336672538427,0
14,579.0463295933477,0,580.4545089464583,0,580.4545089464583,0
15,577.6790199967543,0,579.0805941731651,0,579.0805941731651,0
16,576.2187651867117,0,577.6115887166403,0,577.6115887166403,0
17,574.6652149724281,0,576.0474001813933,0,576.0474001813933,0
18,573.0182709126398,0,574.388134610282,0,574.388134610282,0
19,571.2780567834803,0,572.6340645037079,0,572.6340645037079,0
20,569.444913953913,0,570.7856065892283,0,570.7856065892283,0
21,567.5194374723574,0,568.8433100479684,0,568.8433100479684,0
22,565.5025914229664,0,566.8078596629017,0,566.8078596629017,0
23,563.395990021788,0,564.6801057251138,0,564.6801057251138,0
24,561.2025266713861,0,562.4611480707081,0,562.4611480707081,0
25,558.9276593227097,0,560.1559452493838,0,560.1559452493838,0
26,556.5761784404762,0,557.7720478888509,0,557.7720478888509,0
27,554.1512475703357,0,555.3135102111439,0,555.3135102111439,0
28,551.655485559789,0,552.7835667397221,0,552.7835667397221,0
29,549.0912103238173,0,550.1848614446376,0,550.1848614446376,0
30,546.4605412439394,0,547.5196626861953,0,547.5196626861953,0
31,543.7654624648583,0,544.7901566767831,0,544.7901566767831,0
32,541.0078643813763,0,541.9982111101308,0,541.9982111101308,0
33,538.1895717564526,0,539.1458062354651,0,539.1458062354651,0
34,535.3123637574288,0,536.2346278536791,0,536.2346278536791,0
35,532.3779888272034,0,533.2665288203958,0,533.2665288203958,0
36,529.3881760634707,0,530.2431391038293,0,530.2431391038293,0
37,526.3446441553989,0,527.166242949639,0,527.166242949639,0
38,523.2491085709518,0,524.0374741283446,0,524.0374741283446,0
39,520.1032874675602,0,520.8585725085752,0,520.8585725085752,0
40,516.9089066578055,0,517.6312137187563,0,517.6312137187563,0
41,513.6677038690268,0,514.3571138075167,0,514.3571138075167,0
42,510.3814324730256,0,511.0380139840127,0,511.0380139840127,0
43,507.0518648186019,0,507.6756427401933,0,507.6756427401933,0
44,503.6807952688362,0,504.2717791334073,0,504.2717791334073,0
45,500.2700430227575,0,500.8282063199707,0,500.8282063199707,0
46,496.8214547844637,0,497.3467552208762,0,497.3467552208762,0
47,493.3369073300798,0,493.8292637032437,0,493.8292637032437,0
48,489.8183100127985,0,490.2776295900723,0,490.2776295900723,0
49,486.2676072377727,0,486.6937783538792,0,486.6937783538792,0
50,482.6867809310674,0,483.0796499719579,0,483.0796499719579,0
51,479.0778530197338,0,479.4372153905363,0,479.4372153905363,0
52,475.4428879329324,0,475.7685567002213,0,475.7685567002213,0
53,471.7839951266187,0,472.075768323491,0,472.075768323491,0
54,468.1033316263286,0,468.360926031013,0,468.360926031013,0
55,464.4031045739706,0,464.6262636856634,0,464.6262636856634,0
56,460.6855737551235,0,460.873978020853,0,460.873978020853,0
57,456.9530540731271,0,457.1063866598417,0,457.1063866598417,0
58,453.2079179253503,0,453.3258114392561,0,453.3258114392561,0
59,449.4525974255183,0,449.5346755884808,0,449.5346755884808,0
60,445.6895864041506,0,445.7354655617641,0,445.7354655617641,0
61,441.9214421073092,0,441.9307027795749,0,441.9307027795749,0
62,438.1507865023862,0,438.1230031285186,0,438.1230031285186,0
63,434.3803070890838,0,434.31504450152,0,434.31504450152,0
64,430.6127571045939,0,430.5095719174942,0,430.5095719174942,0
65,426.8509550048947,0,426.7094186832028,0,426.7094186832028,0
66,423.0977830997276,0,422.917487516965,0,422.917487516965,0
67,419.3561852177559,0,419.1367237955656,0,419.1367237955656,0
68,415.6291632814028,0,415.3701797631501,0,415.3701797631501,0
69,411.919772678304,0,411.6209670804424,0,411.6209670804424,0
70,408.23111632876,0,407.8922411494914,0,407.8922411494914,0
71,404.5663373662547,0,404.1872275585241,0,404.1872275585241,0
72,400.9286103711082,0,400.5092048879978,0,400.5092048879978,0
73,397.3211311255731,0,396.8614797943094,0,396.8614797943094,0
74,393.747104891738,0,393.2473741060103,0,393.2473741060103,0
75,390.2097332508469,0,389.6702664862069,0,389.6702664862069,0
76,386.7121995831594,0,386.1334833770534,0,386.1334833770534,0
77,383.2576533101163,0,382.6403529916531,0,382.6403529916531,0
78,379.8491930639267,0,379.1941969821286,0,379.1941969821286,0
79,376.4898489922079,0,375.7982074887698,0,375.7982074887698,0
80,373.1825644453094,0,372.4555653457113,0,372.4555653457113,0
81,369.93017732968,0,369.1693324265033,0,369.1693324265033,0
82,366.7354014404564,0,365.942394789617,0,365.942394789617,0
83,363.6008081087442,0,362.7775995424338,0,362.7775995424338,0
84,360.5288085125053,0,359.6774922657804,0,359.6774922657804,0
85,357.5216370035145,0,356.6445265462227,0,356.6445265462227,0
86,354.5813357957749,0,353.6809456109356,0,353.6809456109356,0
87,351.709741342843,0,350.7886319698611,0,350.7886319698611,0
88,348.9084727029002,0,347.9694816292414,0,347.9694816292414,0
89,346.1789221517259,0,345.2248204465308,0,345.2248204465308,0
90,343.5222482561084,0,342.5557753810214,0,342.5557753810214,0
91,340.9393715651954,0,339.9637815131761,0,339.9637815131761,0
92,338.4309730166365,0,337.4490113859293,0,337.4490113859293,0
93,335.9974950902934,0,335.0119452442812,0,335.0119452442812,0
