loop:1,season:59346520,P_air:4.815277177395597e-08,P_ice:0,P_rego:0.006999951847228227,T_sub:96.02145240703442
0,276.118173331459,0,275.7090187942694,0,275.9392722882886,0
1,276.1055483326459,0,275.6266778584725,0,275.973662882427,0
2,276.0676770825289,0,275.5192365428171,0,275.9828474017067,0
3,276.0045711189363,0,275.3867275795575,0,275.9668230530235,0
4,275.9162498078973,0,275.2291914755381,0,275.9255948608816,0
5,275.8027399465755,0,275.0466761114312,0,275.859175277434,0
6,275.6640762745103,0,274.8392372465029,0,275.7675846980476,0
7,275.5003009439269,0,274.6069379825776,0,275.6508509360376,0
8,275.31146389646,0,274.3498491343436,0,275.5090096037212,0
9,275.0976228490126,0,274.0680492088435,0,275.3421041026309,0
10,274.8588430156146,0,273.7616241210324,0,275.1501853497674,0
11,274.5951970860209,0,273.4306671660756,0,274.9333117605522,0
12,274.3067655979553,0,273.0752793852602,0,274.6915496253829,0
13,273.993636386092,0,272.6955690088017,0,274.4249725630011,0
14,273.655905083986,0,272.2916519515032,0,274.1336620267018,0
15,273.2936746987613,0,271.8683245050341,0,273.8177068833902,0
16,272.9070557113502,0,271.4329065188369,0,273.4772035180966,0
17,272.4961660434024,0,270.9873754709041,0,273.1122558051941,0
18,272.0611310212946,0,270.5324419877266,0,272.7229750766813,0
19,271.6020833378179,0,270.0680186195888,0,272.3094800881361,0
20,271.1191630123964,0,269.5936098644592,0,271.8718969831729,0
21,270.6125174873264,0,269.1086771841928,0,271.4103593939096,0
22,270.0823010277369,0,268.6124420512387,0,270.925007845164,0
23,269.5286757884168,0,268.1043132456653,0,270.415990825385,0
24,268.9518132972119,0,267.5835203886095,0,269.8834633528068,0
25,268.355778852847,0,267.0496757737052,0,269.3277424208668,0
26,267.7489770023496,0,266.5031422222184,0,268.750009660232,0
27,267.1354894702017,0,265.9450192445283,0,268.1519883691559,0
28,266.5177314380514,0,265.3764242540536,0,267.5354826515112,0
29,265.8972803429978,0,264.7985368412778,0,266.9022243012126,0
30,265.2751928122431,0,264.2124001772416,0,266.2538097947577,0
31,264.6521725109015,0,263.6189573151448,0,265.5916754568321,0
32,264.0286724591122,0,263.0190502577227,0,264.9170922769633,0
33,263.4049641560221,0,262.413365161575,0,264.2311726937049,0
34,262.7811841114395,0,261.8024960973838,0,263.5348807502835,0
35,262.1573685875048,0,261.186931435547,0,262.8337192138724,0
36,261.5334785378445,0,260.5670636741655,0,262.1355865053486,0
37,260.9094194673425,0,259.9432074165536,0,261.4429255938578,0
38,260.2850558683415,0,259.315613369739,0,260.7568126687897,0
39,259.6602225015243,0,258.6844857323744,0,260.0774382105529,0
40,259.0347337017812,0,258.0499317658818,0,259.4045086936414,0
41,258.4083901098795,0,257.4120186128106,0,258.7376213189232,0
42,257.7809848108407,0,256.7708589227402,0,258.0760772306256,0
43,257.1523068923315,0,256.126487176455,0,257.419314834837,0
44,256.5221462736851,0,255.478858498294,0,256.7665530681643,0
45,255.8902950463015,0,254.8280087760684,0,256.1172024389235,0
46,255.2565512341344,0,254.173883687039,0,255.4705370832712,0
47,254.6207194252916,0,253.5164681069876,0,254.8260073924208,0
48,253.9826125330229,0,252.8556999512226,0,254.1829864669179,0
49,253.342053085899,0,252.1915420766967,0,253.5409711707734,0
50,252.698874070927,0,251.5239637981793,0,252.8994495266506,0
51,252.0529188523842,0,250.8528992880103,0,252.2579636937195,0
52,251.4040427109719,0,250.1783100569335,0,251.6161174783326,0
53,250.7521124371615,0,249.5001500853655,0,250.9735158844111,0
54,250.0970061365071,0,248.81837236057,0,250.3298198924851,0
55,249.4386141963704,0,248.1329556623602,0,249.6847210352324,0
56,248.7768383256857,0,247.4438823661732,0,249.0379375059205,0
57,248.1115907683572,0,246.7510957790215,0,248.3892175273838,0
58,247.4427961432701,0,246.0545981512709,0,247.7383429355164,0
59,246.7703874606653,0,245.3543877786924,0,247.0851310919169,0
60,246.0943072634853,0,244.6504421234913,0,246.4293746371492,0
61,245.4145050328942,0,243.9427583690994,0,245.7708865070808,0
62,244.7309349639648,0,243.2313481522491,0,245.1095743024295,0
63,244.0435512898601,0,242.5162013865058,0,244.4453053271965,0
64,243.352302174704,0,241.7972845761145,0,243.7778914234737,0
65,242.6571199225957,0,241.0746052037751,0,243.1072350289466,0
66,241.9579036473913,0,240.3480682017898,0,242.4331343526995,0
67,241.2544879009712,0,239.6175368037132,0,241.7553782242761,0
68,240.5465968156036,0,238.8828093619702,0,241.0736099714184,0
69,239.8337693694423,0,238.1434157520241,0,240.3873211599787,0
70,239.115349395642,0,237.3989238316885,0,239.6958202464224,0
71,238.3915167831963,0,236.6500601268091,0,238.9992191416143,0
72,237.6876652150881,0,235.9224708539674,0,238.322807923863,0
73,236.9363747226961,0,235.1489416997093,0,237.5981741418381,0
74,235.9426608107812,0,234.1368102413076,0,236.6290335632805,0
75,234.6603646939278,0,232.8399222000935,0,235.3701518053835,0
76,233.0217762499545,0,231.1849184634169,0,233.7554396231374,0
77,230.9417691547722,0,228.8407102569245,0,231.7133325633965,0
78,227.904118315946,0,225.4885651994926,0,229.1619152499333,0
79,224.567333276881,0,222.1249776864601,0,225.8585955008203,0
80,221.2606003463222,0,218.791891739344,0,222.5852888919866,0
81,217.9873446810412,0,215.4934102022085,0,219.3453835920649,0
82,214.7512811723829,0,212.2326229162009,0,216.142567391425,0
83,211.5564826557669,0,209.013746987053,0,212.9808719356374,0
84,208.4074765016922,0,205.8415447668656,0,209.8647687555929,0
85,205.3093857173308,0,202.7209460065702,0,206.7993860504961,0
86,202.2681498769356,0,199.6580533736135,0,203.7906003345957,0
87,199.2908986437258,0,196.6599744866753,0,200.8455066870088,0
