loop:1,season:5.93456e+07,P_air:8.46578e-07,P_ice:0,P_rego:0.00699915,T_sub:104.81
0,230.5659154277349,0,232.264359279272,0,232.7772054761164,0
1,230.5604681354796,0,232.3831892381573,0,232.6387771420884,0
2,230.5441317963988,0,232.4919703912455,0,232.4905359610783,0
3,230.5169142100935,0,232.5905523438151,0,232.3327046670476,0
4,230.4788284728888,0,232.6788020700831,0,232.1655051915182,0
5,230.429893038508,0,232.7566041427621,0,231.989222752694,0
6,230.370128718492,0,232.8238548988441,0,231.8042417562788,0
7,230.2995647363051,0,232.8804608417485,0,231.6109812483957,0
8,230.2182392102845,0,232.9263851675282,0,231.4099880409844,0
9,230.1261906880356,0,232.9615395314099,0,231.2019237567274,0
10,230.030895218283,0,232.9859545933976,0,230.9876378244547,0
11,229.9408095068351,0,233.0010276842557,0,229.9639032932309,0
12,229.87772888732,0,233.0141046186769,0,228.8685509687447,0
13,229.8492596178042,0,233.0339602107266,0,227.8925617450977,0
14,229.8571550208592,0,233.0671665827258,0,227.0925577538371,0
15,229.9002252159985,0,233.1180210925288,0,226.473645045211,0
16,229.9759924608913,0,233.1889459121355,0,227.0445937575531,0
17,230.0809828387182,0,233.2811193180656,0,227.7321221161035,0
18,230.2292235459032,0,233.3946145788145,0,228.5057165754362,0
19,230.4095976461293,0,233.5283521086257,0,229.3194577492781,0
20,230.6165353623427,0,233.6811524901175,0,230.0007889002682,0
21,230.8473943966342,0,233.8515443249265,0,230.0977046833175,0
22,231.0997376233915,0,234.0380713825733,0,230.2104650442068,0
23,231.3713695366931,0,234.2392536727477,0,230.3539587953348,0
24,231.6604710439178,0,234.4538596567685,0,230.5117194213917,0
25,231.9659477443892,0,234.681303418725,0,230.683162280632,0
26,232.2886160913829,0,234.9227612006799,0,230.8695269296157,0
27,232.6222016143289,0,235.1722981572632,0,231.0648955104101,0
28,232.9614978365921,0,235.4250088294973,0,231.2643660354916,0
29,233.3034529318149,0,235.6780379723305,0,231.4651500985166,0
30,233.645821159722,0,235.9293604643747,0,231.6652328285137,0
31,233.9868367198405,0,236.1774191337535,0,231.8630529261059,0
32,234.3250623813474,0,236.4208981279793,0,232.0573560000997,0
33,234.6593083174927,0,236.658745416663,0,232.2471170815955,0
34,234.9885732667461,0,236.8901350505362,0,232.4314847047623,0
35,235.3120082670297,0,237.1143049645152,0,232.6097470544252,0
36,235.6288727576106,0,237.3305898113857,0,232.7812898633844,0
37,235.9385312902801,0,237.5385023167451,0,232.9455947186789,0
38,236.2404244982328,0,237.7375732382812,0,233.1022113001912,0
39,236.5340601972149,0,237.9273602676674,0,233.2507495830359,0
40,236.8190007293747,0,238.1074905680458,0,233.390868013674,0
41,237.0948597527937,0,238.2777183480409,0,233.5362332798788,0
42,237.3612863162019,0,238.4377374542823,0,233.7049764481,0
43,237.6179679597185,0,238.5872637834478,0,233.8956534136797,0
44,237.8646208549456,0,238.726079916639,0,234.1031006724116,0
