loop:1,season:59346520,P_air:0.9486518223242038,P_ice:0.01254104612910777,P_rego:0.03880713154668858,T_sub:193.7559446306812
0,284.3519158257184,0,284.0308672300461,0,284.2379726777232,0
1,284.7202976767971,0,284.3696296412555,0,284.663420897214,0
2,284.8300530087933,0,284.4314725131104,0,284.8118257865647,0
3,284.8762497374474,0,284.4260684763324,0,284.8928640406755,0
4,284.8865105620658,0,284.3834513032915,0,284.9365432453517,0
5,284.8702486959023,0,284.3139501339297,0,284.9531655835909,0
6,284.8319494855921,0,284.2224937952249,0,284.9477715216419,0
7,284.7741429678629,0,284.1122818931469,0,284.9229230950071,0
8,284.6983661195189,0,283.9943595022331,0,284.8802474725284,0
9,284.6055574551987,0,283.8768730187243,0,284.820701506898,0
10,284.4962542557337,0,283.7618031868923,0,284.7447994669452,0
11,284.3707107204985,0,283.6488660433741,0,284.6527621195529,0
12,284.2289801613879,0,283.5368762416111,0,284.5445894027515,0
13,284.0709784426123,0,283.424338475768,0,284.4201311742802,0
14,283.8965379407717,0,283.3095117159385,0,284.2791507221239,0
15,283.7054734977704,0,283.1906881497983,0,284.1213801098811,0
16,283.4978081400901,0,283.0662879469369,0,283.9465606288187,0
17,283.275367838238,0,282.9349999581794,0,283.7546127711939,0
18,283.0487722181725,0,282.7967592481714,0,283.5465718512652,0
19,282.8264558232137,0,282.65339669395,0,283.3252414401357,0
20,282.6123916958943,0,282.5072890775364,0,283.093874991851,0
21,282.409175530539,0,282.3608614364508,0,282.8556666534938,0
22,282.2186669367729,0,282.2164613731102,0,282.6136475058066,0
23,282.0423324118165,0,282.0762998120277,0,282.3706289298968,0
24,281.8814639575503,0,281.9425142821675,0,282.1292788369391,0
25,281.737339195716,0,281.817181037738,0,281.8921517430871,0
26,281.6113509384945,0,281.7024719197461,0,281.6618200135806,0
27,281.5051165353128,0,281.6006648012696,0,281.4413859899931,0
28,281.4205674350159,0,281.5143051121707,0,281.2431218121923,0
29,281.3600125835243,0,281.4462682766224,0,281.0773697983844,0
30,281.3261643420039,0,281.3998409887014,0,280.9491082051878,0
31,281.3221126501104,0,281.3787193072991,0,280.8617664711954,0
32,281.3512329219858,0,281.3869386612154,0,280.8184235349486,0
33,281.4170165119634,0,281.4288207073532,0,280.8222062316441,0
34,281.5228199765576,0,281.5086439447697,0,280.8760597903372,0
35,281.6715404354754,0,281.6303595143032,0,280.9826397232542,0
36,281.8652377280696,0,281.7971525136338,0,281.1439303569391,0
37,282.104737453552,0,282.0109083392812,0,281.3607343312972,0
38,282.3892594865261,0,282.271815884689,0,281.6322370010165,0
39,282.716121370285,0,282.5778932271985,0,281.9555835972988,0
40,283.0805631423639,0,282.9247283611756,0,282.3255840473669,0
41,283.4757291421217,0,283.3053980690042,0,282.73464395473,0
42,283.8928244493811,0,283.7106631344029,0,283.1729000965037,0
43,284.3214416560973,0,284.1292776100112,0,283.6285928374205,0
44,284.7500315106661,0,284.5486295857966,0,284.0886532946469,0
45,285.1664725311071,0,284.9554249874333,0,284.5393527967822,0
46,285.5586830990739,0,285.3364161408272,0,284.9671279126854,0
47,285.9152165008571,0,285.6791570906937,0,285.3592081451304,0
48,286.2257848235313,0,285.9726101268906,0,285.7042582746511,0
49,286.4816699290952,0,286.2075479300938,0,285.9928441087762,0
50,286.6759962454555,0,286.3769479221619,0,286.2177060456077,0
51,286.8038577796484,0,286.4759521863212,0,286.3738331412216,0
52,286.8623078004347,0,286.5019527669481,0,286.4584062556978,0
53,286.8502320317933,0,286.4542688454475,0,286.4706308864914,0
54,286.7681339039108,0,286.3339835127675,0,286.4114264947266,0
55,286.6178633396611,0,286.1435088810836,0,286.283100203637,0
56,286.4023193791253,0,285.8863522776647,0,286.089023176335,0
57,286.1251527797107,0,285.5666513072142,0,285.8332549252928,0
58,285.7904888372466,0,285.1890290927677,0,285.5202910192342,0
59,285.4026842164997,0,284.75816930258,0,285.1547769538445,0
60,284.9661254655633,0,284.2787988283679,0,284.7413064263417,0
61,284.4850717095466,0,283.7553390343465,0,284.2842682370598,0
62,283.9635400633579,0,283.1920083046733,0,283.7877794077557,0
63,283.405229615106,0,282.5925479563899,0,283.2555445380314,0
64,282.8134782875125,0,281.9603732899334,0,282.690889717894,0
65,282.1912462701114,0,281.2984495597899,0,282.0967355485324,0
66,281.5411197851878,0,280.6093221899136,0,281.4755876389776,0
67,280.8653294727272,0,279.895254157585,0,280.8296016351009,0
68,280.1657784574081,0,279.1580309346454,0,280.1606093989487,0
69,279.4440760426183,0,278.3993127222794,0,279.4701012685725,0
70,278.7015738561814,0,277.6203383870051,0,278.7593789633844,0
71,277.9394020825801,0,276.8222286487784,0,278.0294530911206,0
72,277.1585041200607,0,276.0059259298952,0,277.2812246345517,0
73,276.3596685837664,0,275.1720916158938,0,276.5153839538587,0
74,275.5435580383814,0,274.3215169501377,0,275.7325557107056,0
75,274.7107341952752,0,273.4545900261923,0,274.9332189702959,0
76,273.8616795642421,0,272.5718942691706,0,274.1178399644417,0
77,272.9968157245794,0,271.6738385520209,0,273.2867571551242,0
78,272.1165184905672,0,270.7606242799785,0,272.4403500171999,0
79,271.2211303066625,0,269.8329652043057,0,271.5788793069453,0
80,270.3109702304718,0,268.8905617584763,0,270.7026817934127,0
81,269.3863418567857,0,267.934618776833,0,269.8119808843884,0
82,268.4475395108135,0,266.964543325186,0,268.9071001356101,0
83,267.4948529974077,0,265.9812569822183,0,267.9882582068528,0
84,266.5285711359053,0,264.984688766262,0,267.0557545256468,0
85,265.5489842327009,0,263.9753125546078,0,266.1098529909386,0
86,264.5563855349199,0,262.9534406091731,0,265.1508000159744,0
87,263.5510715491804,0,261.9192717821157,0,264.178935839044,0
88,262.5333408696515,0,260.8732784968172,0,263.194464304653,0
