loop:1,season:59346890,P_air:0.04944257764044381,P_ice:0.01102584117344142,P_rego:0.03953158118611478,T_sub:164.303173857114
0,164.303173857114,771.2765151041705,164.303230747437,210.1113550298527,164.303230747437,662.4874068325008
1,164.303173857114,768.6559380898707,164.303230747437,147.5375166331876,164.303230747437,699.0327973935619
2,164.303173857114,765.8736383842146,164.303230747437,84.08852518827666,164.303230747437,735.4402907809326
3,164.303173857114,761.5854461260724,164.303230747437,19.40403840236275,164.303230747437,769.4892121424682
4,164.303173857114,755.6499311745757,169.8600367464514,0,164.303230747437,800.4639009620214
5,164.303173857114,748.0670963827794,172.1460791655829,0,164.303230747437,828.0509559126689
6,164.303173857114,738.8652512428978,172.9559215077213,0,164.303230747437,850.192276822529
7,164.303173857114,728.078826467656,173.3441537741909,0,164.303230747437,868.4689113758384
8,164.303173857114,715.744466350154,173.5839789556038,0,164.303230747437,883.3478815890614
9,164.303173857114,701.9024477321501,173.7638276343606,0,164.303230747437,895.3527470808044
10,164.303173857114,686.5985806308425,173.9148548327593,0,164.303230747437,905.7524361354527
11,164.303173857114,669.7291817499296,174.0515333909559,0,164.303230747437,922.4766371649906
12,164.303173857114,651.0644671200274,174.1784467255069,0,164.303230747437,941.3966470808705
13,164.303173857114,630.4983417321051,174.299523468833,0,164.303230747437,961.2036993222207
14,164.303173857114,607.9485209348661,174.4156611130448,0,164.303230747437,980.2923279006344
15,164.303173857114,583.332253790899,174.5274163269135,0,164.303230747437,998.3832208580478
16,164.303173857114,556.5586319494199,174.6350184038922,0,164.303230747437,926.3616988612781
17,164.303173857114,527.524091097033,174.7385577944704,0,164.303230747437,858.7981361185024
18,164.303173857114,496.1069828467616,174.838023147152,0,164.303230747437,795.8167417504686
19,164.303173857114,462.1609695868281,174.9334118467614,0,164.303230747437,738.4796643616136
20,164.303173857114,425.5053923089852,175.0246742858625,0,164.303230747437,687.2813008633782
21,164.303173857114,385.9098601183468,175.1117486183807,0,164.303230747437,644.3026312228799
22,164.303173857114,343.069063381032,175.1946206931075,0,164.303230747437,603.6689000933068
23,164.303173857114,296.552018274896,175.2732127593379,0,164.303230747437,564.5895257671674
24,164.303173857114,245.6831925410218,175.3474942700682,0,164.303230747437,526.8697347345175
25,164.303173857114,189.1188921212108,175.4174422884387,0,164.303230747437,490.5851630399118
26,164.303173857114,124.7082058535289,175.4829743716517,0,164.303230747437,455.6863625970928
27,164.303173857114,50.81456718310079,175.5440928910436,0,164.303230747437,422.377240466205
28,171.4309824129979,0,177.9309858700527,0,164.303230747437,337.7657703533899
29,182.8483148842518,0,186.8961603960979,0,165.7299887440319,0
30,192.5483396371406,0,195.849445401273,0,185.7300476612751,0
31,201.1878287929873,0,204.1579271755923,0,196.9813552179204,0
32,209.0526510961201,0,211.8184687741543,0,205.6500397194701,0
33,216.3231025761983,0,218.930863012177,0,213.1395090879845,0
34,223.1074151829473,0,225.5815181422057,0,219.9285346798582,0
35,229.3932411138979,0,231.6690089066702,0,226.1364303662803,0
36,234.4704892920797,0,236.390502604505,0,231.5153427738326,0
37,238.0183922746966,0,239.7855271515479,0,234.9511406042576,0
38,240.6965241094469,0,242.3307105031105,0,237.4611694787972,0
39,242.839853027671,0,244.3525944794097,0,239.4422934561877,0
40,244.6200572832896,0,246.0214816623264,0,241.0707762659676,0
41,246.0722841322905,0,247.3678198734339,0,242.3938653543693,0
42,247.1601974063834,0,248.3438899789559,0,243.3811045662679,0
